Cell ID,PseudoTime,Time,Experiment
E0_630,0.7894736842105263,630.0,0
E1_462,0.5789473684210527,462.0,1
E2_407,0.5100250626566416,407.0,2
E3_724,0.9072681704260651,724.0,3
E4_269,0.33709273182957394,269.0,4
E5_654,0.8195488721804511,654.0,5
E6_433,0.5426065162907269,433.0,6
E7_554,0.6942355889724311,554.0,7
E8_85,0.10651629072681704,85.0,8
E9_731,0.9160401002506265,731.0,9
E10_174,0.21804511278195488,174.0,10
E11_147,0.18421052631578946,147.0,11
E12_413,0.5175438596491229,413.0,12
E13_620,0.7769423558897243,620.0,13
E14_728,0.9122807017543859,728.0,14
E15_774,0.9699248120300752,774.0,15
E16_208,0.2606516290726817,208.0,16
E17_503,0.6303258145363408,503.0,17
E18_266,0.3333333333333333,266.0,18
E19_715,0.8959899749373433,715.0,19
E20_584,0.731829573934837,584.0,20
E21_693,0.868421052631579,693.0,21
E22_646,0.8095238095238095,646.0,22
E23_781,0.9786967418546366,781.0,23
E24_216,0.2706766917293233,216.0,24
E25_532,0.6666666666666666,532.0,25
E26_224,0.2807017543859649,224.0,26
E27_547,0.6854636591478697,547.0,27
E28_128,0.16040100250626566,128.0,28
E29_757,0.9486215538847118,757.0,29
E30_343,0.4298245614035088,343.0,30
E31_594,0.7443609022556391,594.0,31
E32_15,0.018796992481203006,15.0,32
E33_788,0.9874686716791979,788.0,33
E34_305,0.38220551378446116,305.0,34
E35_220,0.2756892230576441,220.0,35
E36_304,0.38095238095238093,304.0,36
E37_753,0.943609022556391,753.0,37
E38_509,0.6378446115288221,509.0,38
E39_64,0.08020050125313283,64.0,39
E40_473,0.5927318295739349,473.0,40
E41_672,0.8421052631578947,672.0,41
E42_381,0.4774436090225564,381.0,42
E43_762,0.9548872180451128,762.0,43
E44_14,0.017543859649122806,14.0,44
E45_123,0.15413533834586465,123.0,45
E46_431,0.5401002506265664,431.0,46
E47_331,0.41478696741854637,331.0,47
E48_648,0.8120300751879699,648.0,48
E49_423,0.5300751879699248,423.0,49
E50_77,0.09649122807017543,77.0,50
E51_791,0.9912280701754386,791.0,51
E52_562,0.7042606516290727,562.0,52
E53_677,0.8483709273182958,677.0,53
E54_743,0.931077694235589,743.0,54
E55_489,0.6127819548872181,489.0,55
E56_277,0.34711779448621555,277.0,56
E57_152,0.19047619047619047,152.0,57
E58_199,0.24937343358395989,199.0,58
E59_577,0.7230576441102757,577.0,59
E60_308,0.38596491228070173,308.0,60
E61_164,0.20551378446115287,164.0,61
E62_387,0.4849624060150376,387.0,62
E63_531,0.6654135338345865,531.0,63
E64_788,0.9874686716791979,788.0,64
E65_756,0.9473684210526315,756.0,65
E66_472,0.5914786967418546,472.0,66
E67_310,0.38847117794486213,310.0,67
E68_189,0.23684210526315788,189.0,68
E69_599,0.7506265664160401,599.0,69
E70_604,0.7568922305764411,604.0,70
E71_706,0.8847117794486216,706.0,71
E72_676,0.8471177944862155,676.0,72
E73_436,0.5463659147869674,436.0,73
E74_40,0.05012531328320802,40.0,74
E75_73,0.09147869674185463,73.0,75
E76_296,0.37092731829573933,296.0,76
E77_145,0.18170426065162906,145.0,77
E78_217,0.2719298245614035,217.0,78
E79_623,0.7807017543859649,623.0,79
E80_11,0.013784461152882205,11.0,80
E81_392,0.49122807017543857,392.0,81
E82_754,0.9448621553884712,754.0,82
E83_607,0.7606516290726817,607.0,83
E84_650,0.8145363408521303,650.0,84
E85_726,0.9097744360902256,726.0,85
E86_606,0.7593984962406015,606.0,86
E87_177,0.22180451127819548,177.0,87
E88_427,0.5350877192982456,427.0,88
E89_153,0.19172932330827067,153.0,89
E90_197,0.24686716791979949,197.0,90
E91_742,0.9298245614035088,742.0,91
E92_689,0.8634085213032582,689.0,92
E93_728,0.9122807017543859,728.0,93
E94_389,0.487468671679198,389.0,94
E95_215,0.2694235588972431,215.0,95
E96_228,0.2857142857142857,228.0,96
E97_743,0.931077694235589,743.0,97
E98_24,0.03007518796992481,24.0,98
E99_342,0.42857142857142855,342.0,99
E100_778,0.974937343358396,778.0,100
E101_718,0.899749373433584,718.0,101
E102_501,0.6278195488721805,501.0,102
E103_665,0.8333333333333334,665.0,103
E104_672,0.8421052631578947,672.0,104
E105_73,0.09147869674185463,73.0,105
E106_225,0.2819548872180451,225.0,106
E107_138,0.17293233082706766,138.0,107
E108_438,0.5488721804511278,438.0,108
E109_671,0.8408521303258145,671.0,109
E110_583,0.7305764411027569,583.0,110
E111_545,0.6829573934837093,545.0,111
E112_110,0.13784461152882205,110.0,112
E113_753,0.943609022556391,753.0,113
E114_465,0.5827067669172933,465.0,114
E115_779,0.9761904761904762,779.0,115
E116_264,0.3308270676691729,264.0,116
E117_739,0.9260651629072681,739.0,117
E118_236,0.2957393483709273,236.0,118
E119_49,0.06140350877192982,49.0,119
E120_210,0.2631578947368421,210.0,120
E121_160,0.20050125313283207,160.0,121
E122_299,0.37468671679197996,299.0,122
E123_269,0.33709273182957394,269.0,123
E124_586,0.7343358395989975,586.0,124
E125_789,0.9887218045112782,789.0,125
E126_235,0.29448621553884713,235.0,126
E127_291,0.36466165413533835,291.0,127
E128_7,0.008771929824561403,7.0,128
E129_566,0.7092731829573935,566.0,129
E130_540,0.6766917293233082,540.0,130
E131_499,0.62531328320802,499.0,131
E132_619,0.7756892230576441,619.0,132
E133_428,0.5363408521303258,428.0,133
E134_168,0.21052631578947367,168.0,134
E135_375,0.4699248120300752,375.0,135
E136_314,0.39348370927318294,314.0,136
E137_205,0.2568922305764411,205.0,137
E138_777,0.9736842105263158,777.0,138
E139_725,0.9085213032581454,725.0,139
E140_200,0.2506265664160401,200.0,140
E141_84,0.10526315789473684,84.0,141
E142_393,0.4924812030075188,393.0,142
E143_649,0.8132832080200502,649.0,143
E144_113,0.14160401002506265,113.0,144
E145_387,0.4849624060150376,387.0,145
E146_91,0.11403508771929824,91.0,146
E147_359,0.449874686716792,359.0,147
E148_13,0.016290726817042606,13.0,148
E149_104,0.13032581453634084,104.0,149
E150_703,0.8809523809523809,703.0,150
E151_635,0.7957393483709273,635.0,151
E152_767,0.9611528822055138,767.0,152
E153_163,0.20426065162907267,163.0,153
E154_212,0.2656641604010025,212.0,154
E155_440,0.5513784461152882,440.0,155
E156_342,0.42857142857142855,342.0,156
E157_295,0.36967418546365916,295.0,157
E158_376,0.47117794486215536,376.0,158
E159_95,0.11904761904761904,95.0,159
E160_1,0.0012531328320802004,1.0,160
E161_236,0.2957393483709273,236.0,161
E162_444,0.556390977443609,444.0,162
E163_115,0.14411027568922305,115.0,163
E164_141,0.17669172932330826,141.0,164
E165_259,0.32456140350877194,259.0,165
E166_372,0.46616541353383456,372.0,166
E167_397,0.4974937343358396,397.0,167
E168_629,0.7882205513784462,629.0,168
E169_519,0.650375939849624,519.0,169
E170_583,0.7305764411027569,583.0,170
E171_30,0.03759398496240601,30.0,171
E172_102,0.12781954887218044,102.0,172
E173_766,0.9598997493734336,766.0,173
E174_478,0.5989974937343359,478.0,174
E175_577,0.7230576441102757,577.0,175
E176_571,0.7155388471177945,571.0,176
E177_767,0.9611528822055138,767.0,177
E178_29,0.03634085213032581,29.0,178
E179_493,0.6177944862155389,493.0,179
E180_459,0.575187969924812,459.0,180
E181_511,0.6403508771929824,511.0,181
E182_282,0.3533834586466165,282.0,182
E183_567,0.7105263157894737,567.0,183
E184_510,0.6390977443609023,510.0,184
E185_737,0.9235588972431078,737.0,185
E186_568,0.7117794486215538,568.0,186
E187_539,0.6754385964912281,539.0,187
E188_788,0.9874686716791979,788.0,188
E189_535,0.6704260651629073,535.0,189
E190_270,0.3383458646616541,270.0,190
E191_82,0.10275689223057644,82.0,191
E192_505,0.6328320802005013,505.0,192
E193_743,0.931077694235589,743.0,193
E194_446,0.5588972431077694,446.0,194
E195_239,0.29949874686716793,239.0,195
E196_653,0.818295739348371,653.0,196
E197_151,0.18922305764411027,151.0,197
E198_588,0.7368421052631579,588.0,198
E199_475,0.5952380952380952,475.0,199
E200_341,0.4273182957393484,341.0,200
E201_796,0.9974937343358395,796.0,201
E202_658,0.8245614035087719,658.0,202
E203_285,0.35714285714285715,285.0,203
E204_196,0.24561403508771928,196.0,204
E205_603,0.7556390977443609,603.0,205
E206_359,0.449874686716792,359.0,206
E207_670,0.8395989974937343,670.0,207
E208_542,0.6791979949874687,542.0,208
E209_610,0.7644110275689223,610.0,209
E210_602,0.7543859649122807,602.0,210
E211_459,0.575187969924812,459.0,211
E212_599,0.7506265664160401,599.0,212
E213_420,0.5263157894736842,420.0,213
E214_605,0.7581453634085213,605.0,214
E215_770,0.9649122807017544,770.0,215
E216_227,0.2844611528822055,227.0,216
E217_460,0.5764411027568922,460.0,217
E218_14,0.017543859649122806,14.0,218
E219_425,0.5325814536340853,425.0,219
E220_310,0.38847117794486213,310.0,220
E221_711,0.8909774436090225,711.0,221
E222_583,0.7305764411027569,583.0,222
E223_349,0.43734335839599,349.0,223
E224_208,0.2606516290726817,208.0,224
E225_606,0.7593984962406015,606.0,225
E226_721,0.9035087719298246,721.0,226
E227_328,0.41102756892230574,328.0,227
E228_305,0.38220551378446116,305.0,228
E229_82,0.10275689223057644,82.0,229
E230_681,0.8533834586466166,681.0,230
E231_439,0.550125313283208,439.0,231
E232_9,0.011278195488721804,9.0,232
E233_426,0.5338345864661654,426.0,233
E234_662,0.8295739348370927,662.0,234
E235_719,0.9010025062656641,719.0,235
E236_312,0.39097744360902253,312.0,236
E237_492,0.6165413533834586,492.0,237
E238_187,0.23433583959899748,187.0,238
E239_611,0.7656641604010025,611.0,239
E240_628,0.7869674185463659,628.0,240
E241_178,0.22305764411027568,178.0,241
E242_245,0.30701754385964913,245.0,242
E243_452,0.5664160401002506,452.0,243
E244_47,0.05889724310776942,47.0,244
E245_305,0.38220551378446116,305.0,245
E246_520,0.6516290726817042,520.0,246
E247_652,0.8170426065162907,652.0,247
E248_198,0.24812030075187969,198.0,248
E249_315,0.39473684210526316,315.0,249
E250_472,0.5914786967418546,472.0,250
E251_83,0.10401002506265664,83.0,251
E252_305,0.38220551378446116,305.0,252
E253_702,0.8796992481203008,702.0,253
E254_49,0.06140350877192982,49.0,254
E255_4,0.005012531328320802,4.0,255
E256_27,0.03383458646616541,27.0,256
E257_310,0.38847117794486213,310.0,257
E258_692,0.8671679197994987,692.0,258
E259_548,0.6867167919799498,548.0,259
E260_85,0.10651629072681704,85.0,260
E261_740,0.9273182957393483,740.0,261
E262_441,0.5526315789473685,441.0,262
E263_375,0.4699248120300752,375.0,263
E264_675,0.8458646616541353,675.0,264
E265_479,0.600250626566416,479.0,265
E266_432,0.5413533834586466,432.0,266
E267_422,0.5288220551378446,422.0,267
E268_468,0.5864661654135338,468.0,268
E269_165,0.20676691729323307,165.0,269
E270_458,0.5739348370927319,458.0,270
E271_673,0.843358395989975,673.0,271
E272_582,0.7293233082706767,582.0,272
E273_706,0.8847117794486216,706.0,273
E274_529,0.6629072681704261,529.0,274
E275_619,0.7756892230576441,619.0,275
E276_285,0.35714285714285715,285.0,276
E277_182,0.22807017543859648,182.0,277
E278_173,0.21679197994987467,173.0,278
E279_276,0.3458646616541353,276.0,279
E280_566,0.7092731829573935,566.0,280
E281_679,0.8508771929824561,679.0,281
E282_763,0.956140350877193,763.0,282
E283_269,0.33709273182957394,269.0,283
E284_415,0.5200501253132832,415.0,284
E285_674,0.8446115288220551,674.0,285
E286_373,0.4674185463659148,373.0,286
E287_742,0.9298245614035088,742.0,287
E288_290,0.3634085213032581,290.0,288
E289_412,0.5162907268170426,412.0,289
E290_251,0.31453634085213034,251.0,290
E291_232,0.2907268170426065,232.0,291
E292_477,0.5977443609022557,477.0,292
E293_36,0.045112781954887216,36.0,293
E294_246,0.3082706766917293,246.0,294
E295_191,0.23934837092731828,191.0,295
E296_787,0.9862155388471178,787.0,296
E297_146,0.18295739348370926,146.0,297
E298_192,0.24060150375939848,192.0,298
E299_88,0.11027568922305764,88.0,299
E300_774,0.9699248120300752,774.0,300
E301_233,0.29197994987468673,233.0,301
E302_438,0.5488721804511278,438.0,302
E303_796,0.9974937343358395,796.0,303
E304_773,0.968671679197995,773.0,304
E305_576,0.7218045112781954,576.0,305
E306_716,0.8972431077694235,716.0,306
E307_792,0.9924812030075187,792.0,307
E308_135,0.16917293233082706,135.0,308
E309_793,0.993734335839599,793.0,309
E310_338,0.42355889724310775,338.0,310
E311_492,0.6165413533834586,492.0,311
E312_103,0.12907268170426064,103.0,312
E313_429,0.5375939849624061,429.0,313
E314_50,0.06265664160401002,50.0,314
E315_144,0.18045112781954886,144.0,315
E316_356,0.44611528822055135,356.0,316
E317_34,0.042606516290726815,34.0,317
E318_677,0.8483709273182958,677.0,318
E319_608,0.7619047619047619,608.0,319
E320_346,0.43358395989974935,346.0,320
E321_469,0.5877192982456141,469.0,321
E322_472,0.5914786967418546,472.0,322
E323_102,0.12781954887218044,102.0,323
E324_350,0.43859649122807015,350.0,324
E325_334,0.41854636591478694,334.0,325
E326_724,0.9072681704260651,724.0,326
E327_792,0.9924812030075187,792.0,327
E328_244,0.3057644110275689,244.0,328
E329_328,0.41102756892230574,328.0,329
E330_127,0.15914786967418545,127.0,330
E331_546,0.6842105263157895,546.0,331
E332_230,0.2882205513784461,230.0,332
E333_140,0.17543859649122806,140.0,333
E334_414,0.518796992481203,414.0,334
E335_733,0.918546365914787,733.0,335
E336_36,0.045112781954887216,36.0,336
E337_731,0.9160401002506265,731.0,337
E338_531,0.6654135338345865,531.0,338
E339_541,0.6779448621553885,541.0,339
E340_536,0.6716791979949874,536.0,340
E341_674,0.8446115288220551,674.0,341
E342_646,0.8095238095238095,646.0,342
E343_570,0.7142857142857143,570.0,343
E344_269,0.33709273182957394,269.0,344
E345_299,0.37468671679197996,299.0,345
E346_425,0.5325814536340853,425.0,346
E347_709,0.8884711779448622,709.0,347
E348_618,0.7744360902255639,618.0,348
E349_34,0.042606516290726815,34.0,349
E350_533,0.6679197994987469,533.0,350
E351_776,0.9724310776942355,776.0,351
E352_239,0.29949874686716793,239.0,352
E353_367,0.4598997493734336,367.0,353
E354_393,0.4924812030075188,393.0,354
E355_186,0.23308270676691728,186.0,355
E356_420,0.5263157894736842,420.0,356
E357_362,0.45363408521303256,362.0,357
E358_281,0.35213032581453635,281.0,358
E359_687,0.8609022556390977,687.0,359
E360_387,0.4849624060150376,387.0,360
E361_132,0.16541353383458646,132.0,361
E362_59,0.07393483709273183,59.0,362
E363_549,0.6879699248120301,549.0,363
E364_338,0.42355889724310775,338.0,364
E365_767,0.9611528822055138,767.0,365
E366_666,0.8345864661654135,666.0,366
E367_392,0.49122807017543857,392.0,367
E368_730,0.9147869674185464,730.0,368
E369_481,0.6027568922305765,481.0,369
E370_183,0.22932330827067668,183.0,370
E371_421,0.5275689223057645,421.0,371
E372_279,0.34962406015037595,279.0,372
E373_277,0.34711779448621555,277.0,373
E374_493,0.6177944862155389,493.0,374
E375_717,0.8984962406015038,717.0,375
E376_339,0.424812030075188,339.0,376
E377_653,0.818295739348371,653.0,377
E378_310,0.38847117794486213,310.0,378
E379_194,0.24310776942355888,194.0,379
E380_609,0.7631578947368421,609.0,380
E381_225,0.2819548872180451,225.0,381
E382_336,0.42105263157894735,336.0,382
E383_626,0.7844611528822055,626.0,383
E384_231,0.2894736842105263,231.0,384
E385_713,0.893483709273183,713.0,385
E386_109,0.13659147869674185,109.0,386
E387_719,0.9010025062656641,719.0,387
E388_403,0.5050125313283208,403.0,388
E389_688,0.8621553884711779,688.0,389
E390_501,0.6278195488721805,501.0,390
E391_44,0.05513784461152882,44.0,391
E392_233,0.29197994987468673,233.0,392
E393_77,0.09649122807017543,77.0,393
E394_440,0.5513784461152882,440.0,394
E395_147,0.18421052631578946,147.0,395
E396_264,0.3308270676691729,264.0,396
E397_589,0.7380952380952381,589.0,397
E398_308,0.38596491228070173,308.0,398
E399_275,0.34461152882205515,275.0,399
E400_176,0.22055137844611528,176.0,400
E401_248,0.3107769423558897,248.0,401
E402_138,0.17293233082706766,138.0,402
E403_231,0.2894736842105263,231.0,403
E404_235,0.29448621553884713,235.0,404
E405_639,0.8007518796992481,639.0,405
E406_717,0.8984962406015038,717.0,406
E407_572,0.7167919799498746,572.0,407
E408_330,0.41353383458646614,330.0,408
E409_590,0.7393483709273183,590.0,409
E410_581,0.7280701754385965,581.0,410
E411_455,0.5701754385964912,455.0,411
E412_92,0.11528822055137844,92.0,412
E413_181,0.22681704260651628,181.0,413
E414_282,0.3533834586466165,282.0,414
E415_486,0.6090225563909775,486.0,415
E416_430,0.5388471177944862,430.0,416
E417_260,0.3258145363408521,260.0,417
E418_280,0.3508771929824561,280.0,418
E419_454,0.568922305764411,454.0,419
E420_262,0.3283208020050125,262.0,420
E421_687,0.8609022556390977,687.0,421
E422_708,0.8872180451127819,708.0,422
E423_448,0.5614035087719298,448.0,423
E424_768,0.9624060150375939,768.0,424
E425_482,0.6040100250626567,482.0,425
E426_111,0.13909774436090225,111.0,426
E427_276,0.3458646616541353,276.0,427
E428_706,0.8847117794486216,706.0,428
E429_338,0.42355889724310775,338.0,429
